pota,jaff,name,location,locid,type,level,namek,lat,lng
JA-0209,,Kiso Sansen,Aichi,JP-AI,National Recreati,0,国営木曽三川公園,35.357814,136.813236
JA-0209,,Kiso Sansen,Gifu,JP-GF,National Recreati,0,国営木曽三川公園,35.357814,136.813236
JA-0209,,Kiso Sansen,Mie,JP-ME,National Recreati,0,国営木曽三川公園,35.357814,136.813236
JA-0211,,Akashi Kaikyo,Hyogo,JP-HG,National Recreati,0,国営明石海峡公園,34.562818,135.011342
JA-0212,,Nara Palace Site Historical,Nara,JP-NR,National Recreati,0,国営平城宮跡歴史公園,34.690737,135.793841
JA-0204,,Musashi-Kyuryo,Saitama,JP-ST,National Recreati,0,国営武蔵丘陵森林公園,36.083593,139.369363
JA-0214,,Bihoku Hillside,Hiroshima,JP-HS,National Recreati,0,国営備北丘陵公園,34.838483,132.997238
JA-0213,,Asuka Historical,Nara,JP-NR,National Recreati,0,国営飛鳥歴史公園,34.465414,135.804149
JA-0206,,The Tokyo Rinkai Disaster Pre,Tokyo,JP-TK,National Recreati,0,国営東京臨海広域防災公園（国営公園）,35.635477,139.795787
JA-0201,,Takino Suzuran Hillside,Hokkaido,JP-HK,National Recreati,0,国営滝野すずらん丘陵公園,42.91095,141.380033
JA-0205,,Showa Kinen,Tokyo,JP-TK,National Recreati,0,国営昭和記念公園,35.710798,139.396086
JA-0215,,Sanuki Manno,Kagawa,JP-KG,National Recreati,0,国営讃岐まんのう公園,34.164817,133.890844
JA-0217,,Yoshinogari Historical,Saga,JP-SG,National Recreati,0,国営吉野ヶ里歴史公園,33.324161,130.384484
JA-0216,,Uminonakamichi Seaside,Fukuoka,JP-FO,National Recreati,0,国営海の中道海浜公園,33.655038,130.355809
JA-0218,,Okinawa Kinen,Okinawa,JP-ON,National Recreati,0,国営沖縄記念公園,26.691947,127.879896
JA-0207,,Echigo Hillside,Niigata,JP-NI,National Recreati,0,国営越後丘陵公園,37.417447,138.745632
JA-0202,,Michinoku Lakewood,Miyagi,JP-MG,National Recreati,0,国営みちのく杜の湖畔公園,38.184794,140.671815
JA-0203,,Hitachi Seaside,Ibaraki,JP-IB,National Recreati,0,国営ひたち海浜公園,36.402925,140.598001
JA-0208,,Alps Azumino,Nagano,JP-NN,National Recreati,0,国営アルプスあづみの公園,36.315025,137.84248
JA-1747,,Takaoyama,Oita,JP-OT,Provincial Park,0,高尾山自然公園,33.211564,131.655188
JA-1687,,Kochi,Kochi,JP-KC,Provincial Park,0,高知公園,33.561229,133.531029
JA-1692,,Kochi Kuko Midori no Hiroba,Kochi,JP-KC,Provincial Park,0,高知空港 緑の広場,33.536984,133.681375
JA-1882,,Takasakiyama Natural Zoologi,Oita,JP-OT,National Park,0,高崎山自然動物園,33.252346,131.523972
JA-1545,,Takasago Seaside,Hyogo,JP-HG,Provincial Park,0,高砂海浜公園,34.734694,134.803083
JA-1651,,Toryo,Kagawa,JP-KG,Provincial Park,0,香川県立桃陵公園,34.269719,133.747605
JA-1650,,Kikaku,Kagawa,JP-KG,Provincial Park,0,香川県立亀鶴公園,34.252656,134.183371
JA-1652,,Kagawa Sports,Kagawa,JP-KG,Provincial Park,0,香川県総合運動公園,34.365054,133.960466
JA-1194,,Gyoda,Chiba,JP-CH,Provincial Park,0,行田公園,35.719485,139.97292
JA-1177,,Arakawa Oaso,Saitama,JP-ST,Provincial Park,0,荒川大麻生公園,36.143382,139.349209
JA-1330,,Sone Kyuryo,Yamanashi,JP-YN,Provincial Park,0,甲斐風土記の丘・曽根丘陵公園,35.589782,138.582475
JA-1546,,Kabutoyama Forest,Hyogo,JP-HG,Provincial Park,0,甲山森林公園,34.772389,135.334556
JA-1119,,Minato,Ibaraki,JP-IB,Provincial Park,0,港公園,35.913392,140.672242
JA-1116,,Kodokan,Ibaraki,JP-IB,Provincial Park,0,弘道館公園,36.376098,140.477503
JA-1622,,Hiroshima Ryokka Shokubuts,Hiroshima,JP-HS,Provincial Park,0,広島緑化植物公園,34.435473,132.566371
JA-1624,,Miyoshi,Hiroshima,JP-HS,Provincial Park,0,広島県立みよし公園,34.798245,132.905188
JA-1625,,Bingo Sports,Hiroshima,JP-HS,Provincial Park,0,広島県立びんご運動公園,34.43497,133.17657
JA-1620,,Hiroshimaken Sogo Ground,Hiroshima,JP-HS,Provincial Park,0,広島県総合グランド,34.375513,132.422593
JA-1217,,Mukojima-Hyakkaen Gardens,Tokyo,JP-TK,Provincial Park,0,向島百花園,35.724119,139.815139
JA-1649,,Kinbuchi Forest,Kagawa,JP-KG,Provincial Park,0,公渕森林公園,34.240624,134.108327
JA-1249,,Hikarigaoka,Tokyo,JP-TK,Provincial Park,0,光が丘公園,35.766573,139.628662
JA-1331,,Midai Minami,Yamanashi,JP-YN,Provincial Park,0,御勅使南公園,35.668124,138.455287
JA-1040,,Goshoko Koiki,Iwate,JP-IW,Provincial Park,0,御所湖広域公園,39.667607,140.978178
JA-1611,,Korakuen,Okayama,JP-OY,Provincial Park,0,後楽園,34.667777,133.935765
JA-1688,,Godaisan,Kochi,JP-KC,Provincial Park,0,五台山公園,33.547241,133.574121
JA-1481,,Isuzu,Mie,JP-ME,Provincial Park,0,五十鈴公園,34.463805,136.727539
JA-1489,,Kogan Ryokuchi,Shiga,JP-SH,Provincial Park,0,湖岸緑地,35.386403,136.23802
JA-1179,,Toda,Saitama,JP-ST,Provincial Park,0,戸田公園,35.801668,139.675889
JA-1245,,Toyama,Tokyo,JP-TK,Provincial Park,0,戸山公園,35.705486,139.704323
JA-1864,,Genryu-no-mori,Yamagata,JP-YT,Provincial Park,0,源流の森,37.925621,139.899207
JA-1873,,Haragamaobama Bosai Ryoku,Fukushima,JP-FS,Provincial Park,0,原釜尾浜防災緑地,37.831342,140.956379
JA-1320,,Myogi,Gumma,JP-GM,Provincial Park,0,県立妙義公園,36.286472,138.740415
JA-1318,,Akagi,Gumma,JP-GM,Provincial Park,0,県立赤城公園,36.541751,139.191426
JA-1319,,Haruna,Gumma,JP-GM,Provincial Park,0,県立榛名公園,36.471229,138.873194
JA-1086,,Kenmin Ryokuchi,Yamagata,JP-YT,Provincial Park,0,県民緑地,38.239469,140.362433
JA-1382,,Taikoyama Land,Toyama,JP-TY,Provincial Park,0,県民公園太閤山ランド,36.691507,137.105028
JA-1381,,Shinko no Mori,Toyama,JP-TY,Provincial Park,0,県民公園新港の森,36.768864,137.090456
JA-1842,,Saitama Prefectural Citizens H,Saitama,JP-ST,Provincial Park,0,県民健康福祉村,35.88424,139.75845
JA-1859,,Tochigi Prefectual Forest Park,Tochigi,JP-TC,Provincial Park,0,県民の森,36.87389,139.84059
JA-1865,,Kenmin-no-mori,Yamagata,JP-YT,Provincial Park,0,県民の森,38.242003,140.203141
JA-1869,,Kenmin-no-mori,Miyagi,JP-MG,Provincial Park,0,県民の森,38.321471,140.936776
JA-1881,,Kenmin-no-mori,Akita,JP-AK,Provincial Park,0,県民の森,39.72059,140.69593
JA-1482,,Kencho Mae,Mie,JP-ME,Provincial Park,0,県庁前公園,34.729247,136.509588
JA-1124,,Kensei Sogo,Ibaraki,JP-IB,Provincial Park,0,県西総合公園,36.305246,140.016551
JA-1087,,Kenseishi Ryokuchi,Yamagata,JP-YT,Provincial Park,0,県政史緑地,38.256501,140.340706
JA-1566,,Nara Palace Site Historical,Nara,JP-NR,Provincial Park,0,県営平城宮跡歴史公園,34.686594,135.793104
JA-1446,,Yoshida,Shizuoka,JP-SZ,Provincial Park,0,県営吉田公園,34.766114,138.284661
JA-1170,,Gongendo,Saitama,JP-ST,Provincial Park,0,権現堂公園,36.107588,139.725492
JA-1400,,Kenrokuen,Ishikawa,JP-IS,Provincial Park,0,兼六園,36.561852,136.66234
JA-1388,,Kenmin Kaihin,Ishikawa,JP-IS,Provincial Park,0,健民海浜公園,36.592647,136.583333
JA-1083,,Kenko no Mori,Yamagata,JP-YT,Provincial Park,0,健康の森公園,38.300308,140.34472
JA-1644,,Tsukimigaoka Kaihin,Tokushima,JP-TS,Provincial Park,0,月見ヶ丘海浜公園,34.125884,134.610224
JA-1854,,Gunma Prefectual Greenery C,Gumma,JP-GM,Provincial Park,0,群馬県緑化センター,36.26496,139.48658
JA-1852,,Gunma Insect World Forest P,Gumma,JP-GM,Provincial Park,0,群馬県立ぐんま昆虫の森,36.43595,139.25115
JA-1322,,Gunma no Mori,Gumma,JP-GM,Provincial Park,0,群馬の森,36.29787,139.081006
JA-1480,,Kumanonada Rinkai,Mie,JP-ME,Provincial Park,0,熊野灘臨海公園,34.217301,136.346725
JA-1739,,Kumamoto Athletic ,Kumamoto,JP-KM,Provincial Park,0,熊本県民総合運動公園,32.84274,130.789445
JA-1740,,Yatsushiro Sports,Kumamoto,JP-KM,Provincial Park,0,熊本県営八代運動公園,32.533109,130.555831
JA-1736,,Techno Chuo Ryokuchi,Kumamoto,JP-KM,Provincial Park,0,熊本県テクノ中央緑地,32.822184,130.844192
JA-1162,,Kumagaya Sports & Culture,Saitama,JP-ST,Provincial Park,0,熊谷スポーツ文化公園,36.166542,139.405279
JA-1231,,Komazawa Olympic,Tokyo,JP-TK,Provincial Park,0,駒沢オリンピック公園,35.62573,139.661783
JA-1344,,Komaba,Nagano,JP-NN,Provincial Park,0,駒場公園,36.255136,138.485818
JA-1393,,Kanazawajo,Ishikawa,JP-IS,Provincial Park,0,金沢城公園,36.566259,136.659841
JA-1323,,Kanayama General,Gumma,JP-GM,Provincial Park,0,金山総合公園,36.318525,139.371513
JA-1653,,Kinrin,Kagawa,JP-KG,Provincial Park,0,琴林公園,34.286369,134.254788
JA-1524,,Nishikori,Osaka,JP-OS,Provincial Park,0,錦織公園,34.482404,135.572463
JA-1271,,Tamagawa Jyosui Ryokudo,Tokyo,JP-TK,Provincial Park,0,玉川上水緑道,35.721752,139.358332
JA-1796,,Akatsuki Port Park,Tokyo,JP-TK,Provincial Park,0,暁ふ頭公園,35.60821286,139.7914331
JA-1690,,Kagamino,Kochi,JP-KC,Provincial Park,0,鏡野公園,33.618894,133.718751
JA-1691,,Kagamikawa Ryokuchi,Kochi,JP-KC,Provincial Park,0,鏡川緑地,33.554354,133.517793
JA-1267,,Sayama,Tokyo,JP-TK,Provincial Park,0,狭山公園,35.761753,139.441726
JA-1181,,Sayama Inariyama,Saitama,JP-ST,Provincial Park,0,狭山稲荷山公園,35.847457,139.397358
JA-1268,,Sayama Sakai Ryokudo,Tokyo,JP-TK,Provincial Park,0,狭山・境緑道,35.755477,139.443671
JA-1316,,Sakaigawa Yusuichi,Kanagawa,JP-KN,Provincial Park,0,境川遊水地公園,35.390677,139.482017
JA-1211,,Kyu Shiba Rikyu Garden,Tokyo,JP-TK,Provincial Park,0,旧芝離宮恩賜庭園,35.654731,139.758476
JA-1212,,Kyu-Furukawa Gardens,Tokyo,JP-TK,Provincial Park,0,旧古河庭園,35.742221,139.745889
JA-1210,,Kyu-Iwasaki-tei Gardens,Tokyo,JP-TK,Provincial Park,0,旧岩崎邸庭園,35.709453,139.767813
JA-1078,,Yumiharidaira,Yamagata,JP-YT,Provincial Park,0,弓張平公園,38.476139,140.003306
JA-1053,,Miyagi Nohara,Miyagi,JP-MG,Provincial Park,0,宮城野原公園,38.256413,140.902361
JA-1058,,Miyagi Sports,Miyagi,JP-MG,Provincial Park,0,宮城県総合運動公園,38.335361,140.952556
JA-1756,,Sogo Bunka,Miyazaki,JP-MZ,Provincial Park,0,宮崎県総合文化公園,31.933984,131.418556
JA-1757,,Miyazaki Prefectural Compreh,Miyazaki,JP-MZ,Provincial Park,0,宮崎県総合運動公園,31.82735,131.444794
JA-1521,,Kyuhoji Ryokuchi,Osaka,JP-OS,Provincial Park,0,久宝寺緑地,34.630593,135.578264
JA-1874,,Hisanohama Bosai Ryokuchi,Fukushima,JP-FS,Provincial Park,0,久之浜防災緑地,37.142184,141.000042
JA-1171,,Kukisyobu,Saitama,JP-ST,Provincial Park,0,久喜菖蒲公園,36.054323,139.64608
JA-1229,,Kinuta,Tokyo,JP-TK,Provincial Park,0,砧公園,35.630273,139.619991
JA-1714,,Yoshinogari Historical,Saga,JP-SG,Provincial Park,0,吉野ヶ里歴史公園,33.324151,130.384415
JA-1172,,Yoshikawa,Saitama,JP-ST,Provincial Park,0,吉川公園,35.911034,139.872706
JA-1564,,Yoshikien,Nara,JP-NR,Provincial Park,0,吉城園,34.685274,135.837447
JA-1163,,Yoshimi Athletic,Saitama,JP-ST,Provincial Park,0,吉見総合運動公園,36.057493,139.47179
JA-1634,,Kameyama,Yamaguchi,JP-YC,Provincial Park,0,亀山公園,34.18077,131.473846
JA-1478,,Kameyama Sunshine,Mie,JP-ME,Provincial Park,0,亀山サンシャインパーク,34.867488,136.412023
JA-1228,,Kameido Chuo,Tokyo,JP-TK,Provincial Park,0,亀戸中央公園,35.700492,139.835896
JA-1138,,Kinu Green,Tochigi,JP-TC,Provincial Park,0,鬼怒グリーンパーク,36.630245,139.957081
JA-1578,,Kimiidera,Wakayama,JP-WK,Provincial Park,0,紀三井寺公園,34.16649,135.190537
JA-1434,,Gifuken Hyakunen,Gifu,JP-GF,Provincial Park,0,岐阜県百年公園,35.479219,136.870445
JA-1436,,Gifu Memorial Center,Gifu,JP-GF,Provincial Park,0,岐阜メモリアルセンター,35.442842,136.762822
JA-1056,,Iwanuma Kaihin Ryokuchi,Miyagi,JP-MG,Provincial Park,0,岩沼海浜緑地,38.118671,140.931657
JA-1880,,Bosai Ryokuchi,Fukushima,JP-FS,Provincial Park,0,岩間防災緑地,36.912551,140.818336
JA-1505,,Keihanna Commemorative,Kyoto,JP-KY,Provincial Park,0,関西文化学術研究都市記念公園,34.746836,135.774934
JA-1324,,Kannonyama Family,Gumma,JP-GM,Provincial Park,0,観音山ファミリーパーク,36.290268,138.992657
JA-1312,,Kannonzaki,Kanagawa,JP-KN,Provincial Park,0,観音崎公園,35.256043,139.739283
JA-1771,,Kamoike Ryokuchi,Kagoshima,JP-KS,Provincial Park,0,鴨池緑地公園,31.54888,130.55913
JA-1770,,Kamoike,Kagoshima,JP-KS,Provincial Park,0,鴨池公園,31.565697,130.559392
JA-1497,,Kamogawa,Kyoto,JP-KY,Provincial Park,0,鴨川公園,35.040603,135.76433
JA-1227,,Kasai Rinkai,Tokyo,JP-TK,Provincial Park,0,葛西臨海公園,35.64068,139.860002
JA-1805,,Kasai Marine Park,Tokyo,JP-TK,Provincial Park,0,葛西海浜公園,35.63865767,139.8547568
JA-1125,,Kasamatsu Sports,Ibaraki,JP-IB,Provincial Park,0,笠松運動公園,36.454961,140.539389
JA-1118,,Kasama Geijutsu no mori,Ibaraki,JP-IB,Provincial Park,0,笠間芸術の森公園,36.371536,140.265908
JA-1437,,Kakamigahara,Gifu,JP-GF,Provincial Park,0,各務原公園,35.42472,136.933664
JA-1787,,Kaigungo,Okinawa,JP-ON,Provincial Park,0,海軍壕公園,26.185682,127.674645
JA-1105,,Aizu Recreation,Fukushima,JP-FS,Provincial Park,0,会津レクリエーション公園,37.514993,140.018036
JA-1042,,Hanamaki Koiki,Iwate,JP-IW,Provincial Park,0,花巻広域公園,39.4335,141.05583
JA-1435,,Flower Festival Commemorati,Gifu,JP-GF,Provincial Park,0,花フェスタ記念公園,35.419883,137.09627
JA-1838,,Hananosato Greenway Park,Saitama,JP-ST,Provincial Park,0,花の里緑道,36.09403,139.49093
JA-1579,,Kasei,Wakayama,JP-WK,Provincial Park,0,河西緩衝緑地,34.247354,135.125103
JA-1057,,Kasenuma,Miyagi,JP-MG,Provincial Park,0,加瀬沼公園,38.312428,140.986025
JA-1167,,Kazo Hanasaki,Saitama,JP-ST,Provincial Park,0,加須はなさき水上公園,36.101173,139.632707
JA-1296,,Onshi Hakone,Kanagawa,JP-KN,Provincial Park,0,恩賜箱根公園,35.195601,139.025903
JA-1782,,Okinawa Comprehensive Athl,Okinawa,JP-ON,Provincial Park,0,沖縄県総合運動公園（沖縄市・北中城村）,26.309543,127.82292
JA-1781,,Onoyama,Okinawa,JP-ON,Provincial Park,0,沖縄県営奥武山公園（那覇市）,26.203674,127.674527
JA-1610,,Okayama Prefectural Multipur,Okayama,JP-OY,Provincial Park,0,岡山県総合グラウンド,34.678737,133.916893
JA-1254,,Yokoamicho,Tokyo,JP-TK,Provincial Park,0,横網町公園,35.699178,139.795945
JA-1367,,Okutadami Recreation,Niigata,JP-NI,Provincial Park,0,奥只見レクリエーション都市公園,37.257962,138.924438
JA-1828,,Lake Okutama Hotori Park,Tokyo,JP-TK,Provincial Park,0,奥多摩湖畔公園,35.76628389,139.0223888
JA-1412,,Okuetsu Fureai,Fukui,JP-FI,Provincial Park,0,奥越ふれあい公園,35.96526,136.496576
JA-1394,,Okuutatsuyama Kenmin,Ishikawa,JP-IS,Provincial Park,0,奥卯辰山健民公園,36.560227,136.696921
JA-1488,,Okubiwa Sports no Mori,Shiga,JP-SH,Provincial Park,0,奥びわスポーツの森,35.411849,136.209566
JA-1447,,Enshunada Kaihin,Shizuoka,JP-SZ,Provincial Park,0,遠州灘海浜公園,34.663289,137.732982
JA-1232,,Sarue,Tokyo,JP-TK,Provincial Park,0,猿江恩賜公園,35.690143,139.8183
JA-1586,,Encho-en,Tottori,JP-TT,Provincial Park,0,燕趙園,35.465817,133.893264
JA-1409,,Echizen Togei,Fukui,JP-FI,Provincial Park,0,越前陶芸公園,35.935035,136.059861
JA-1861,,British Embassy Villa Memori,Tochigi,JP-TC,Provincial Park,0,英国大使館別荘記念公園,36.72662,139.48591
JA-1879,,Nagasaki Bosai Ryokuchi,Fukushima,JP-FS,Provincial Park,0,永崎防災緑地,36.953916,140.938411
JA-1785,,Urasoe Dai,Okinawa,JP-ON,Provincial Park,0,浦添大公園,26.249989,127.729273
JA-1340,,Karasugawa Keikoku Ryokuch,Nagano,JP-NN,Provincial Park,0,烏川渓谷緑地,36.313459,137.831034
JA-1500,,Uji,Kyoto,JP-KY,Provincial Park,0,宇治公園,34.889121,135.809491
JA-1222,,Ukita,Tokyo,JP-TK,Provincial Park,0,宇喜田公園,35.674349,139.860506
JA-1197,,Inbanuma,Chiba,JP-CH,Provincial Park,0,印旛沼公園,35.75261,140.184063
JA-1549,,Hitokura,Hyogo,JP-HG,Provincial Park,0,一庫公園,34.914526,135.419017
JA-1137,,Igashira,Tochigi,JP-TC,Provincial Park,0,井頭公園,36.49445,139.997194
JA-1260,,Inokashira,Tokyo,JP-TK,Provincial Park,0,井の頭恩賜公園,35.699995,139.575863
JA-1630,,Ishin Hyakunen,Yamaguchi,JP-YC,Provincial Park,0,維新百年記念公園,34.156152,131.437416
JA-1845,,Ikaho Forest Park,Gumma,JP-GM,Provincial Park,0,伊香保森林公園,36.48217,138.91201
JA-1402,,Kuratsuki Central,Ishikawa,JP-IS,Provincial Park,0,鞍月セントラルパーク,36.592157,136.624635
JA-1685,,Aki Koiki,Kochi,JP-KC,Provincial Park,0,安芸広域公園,33.522795,133.913113
JA-1395,,Awazu,Ishikawa,JP-IS,Provincial Park,0,粟津公園,36.354886,136.420107
JA-1100,,Ouse,Fukushima,JP-FS,Provincial Park,0,逢瀬公園,37.41275,140.274013
JA-1662,,Ehime Prefectural Sports Com,Ehime,JP-EH,Provincial Park,0,愛媛県総合運動公園,33.767412,132.796821
JA-1444,,Ashitaka Koiki,Shizuoka,JP-SZ,Provincial Park,0,愛鷹広域公園,35.156658,138.85249
JA-1469,,Expo 2005 Aichi Commemorati,Aichi,JP-AI,Provincial Park,0,愛・地球博記念公園,35.172778,137.089722
JA-1759,,Awakigahara Forest,Miyazaki,JP-MZ,Provincial Park,0,阿波岐原森林公園,31.944474,131.467406
JA-1515,,Rinku,Osaka,JP-OS,Provincial Park,0,りんくう公園,34.412064,135.29489
JA-1819,,Minato-ga-oka Port Park,Tokyo,JP-TK,Provincial Park,0,みなとが丘ふ頭公園,35.59632822,139.763015
JA-1857,,Midorinomura Agricultual and,Saitama,JP-ST,Provincial Park,0,みどりの村,36.03662,138.98203
JA-1173,,Misato,Saitama,JP-ST,Provincial Park,0,みさと公園,35.784565,139.873129
JA-1141,,Mikamoyama,Tochigi,JP-TC,Provincial Park,0,みかも山公園,36.305287,139.627019
JA-1850,,Mikabo Forest Park,Gumma,JP-GM,Provincial Park,0,みかぼ森林公園,36.15102,138.86323
JA-1560,,Mahoroba Kenko,Nara,JP-NR,Provincial Park,0,まほろば健康パーク（浄化センター公園）,34.597524,135.782841
JA-1168,,Matsubushi Midorinooka,Saitama,JP-ST,Provincial Park,0,まつぶし緑の丘公園,35.945842,139.809729
JA-1553,,Flower Center,Hyogo,JP-HG,Provincial Park,0,フラワーセンター,34.908278,134.86077
JA-1870,,Forest Park Adatara,Fukushima,JP-FS,Provincial Park,0,ふくしま県民の森フォレストパークあだたら,37.581455,140.328946
JA-1487,,Biwako Bunka,Shiga,JP-SH,Provincial Park,0,びわこ文化公園,34.969764,135.939616
JA-1491,,Biwako Chikyu Shimin no Mori,Shiga,JP-SH,Provincial Park,0,びわこ地球市民の森,35.104622,135.962951
JA-1104,,Hirono Bosai Ryokuchi,Fukushima,JP-FS,Provincial Park,0,ひろの防災緑地,37.20872,141.003622
JA-1789,,Banna,Okinawa,JP-ON,Provincial Park,0,バンナ公園,24.374669,124.160055
JA-1294,,Hayama Sangaokayama,Kanagawa,JP-KN,Provincial Park,0,はやま三ヶ岡山緑地,35.268238,139.57814
JA-1413,,Trim Park Kanazu,Fukui,JP-FI,Provincial Park,0,トリムパークかなづ,36.217505,136.250027
JA-1144,,Tochigi Wanpaku,Tochigi,JP-TC,Provincial Park,0,とちぎわんぱく公園,36.458665,139.807834
JA-1588,,Dandan Hiroba,Tottori,JP-TT,Provincial Park,0,だんだん広場,35.423973,133.336638
JA-1517,,Sennan Satoumi,Osaka,JP-OS,Provincial Park,0,せんなん里海公園,34.337301,135.193057
JA-1623,,Sera Kenmin,Hiroshima,JP-HS,Provincial Park,0,せら県民公園,34.624498,132.981108
JA-1793,,Symbol Promenade Park,Tokyo,JP-TK,Provincial Park,0,シンボルプロムナード公園,35.6235313,139.7748085
JA-1159,,Shirakobato Suijo,Saitama,JP-ST,Provincial Park,0,しらこばと水上公園,35.913356,139.749492
JA-1848,,Sakuranosato Forest Park,Gumma,JP-GM,Provincial Park,0,さくらの里,36.28272,138.74376
JA-1837,,Sakitama Greenway Park,Saitama,JP-ST,Provincial Park,0,さきたま緑道,36.08924,139.47992
JA-1178,,Sakitama Kofun,Saitama,JP-ST,Provincial Park,0,さきたま古墳公園,36.127681,139.475446
JA-1161,,Saitama Suijo,Saitama,JP-ST,Provincial Park,0,さいたま水上公園,35.96874,139.607367
JA-1816,,Container Terminal Park,Tokyo,JP-TK,Provincial Park,0,コンテナふ頭公園,35.60527778,139.7603205
JA-1175,,Kodomo Dobutsu,Saitama,JP-ST,Provincial Park,0,こども動物自然公園,35.996967,139.374051
JA-1587,,Fuse Sports,Tottori,JP-TT,Provincial Park,0,コカ・コーラウエストスポーツパーク（布勢総合運動公園）,35.499133,134.181881
JA-1548,,Hyogo Park of the Oriental Wh,Hyogo,JP-HG,Provincial Park,0,コウノトリの郷公園,35.551237,134.854371
JA-1853,,Gunma Flower Park,Gumma,JP-GM,Provincial Park,0,ぐんまフラワーパーク,36.45569,139.17656
JA-1439,,Gifu Seiryu Satoyama,Gifu,JP-GF,Provincial Park,0,ぎふ清流里山公園,35.474625,137.033927
JA-1792,,Odaiba Marine Park,Tokyo,JP-TK,Provincial Park,0,お台場海浜公園,35.62986564,139.7753479
JA-1293,,Odawara Suwanohara,Kanagawa,JP-KN,Provincial Park,0,おだわら諏訪の原公園,35.282546,139.133847
JA-1438,,Oasis Park,Gifu,JP-GF,Provincial Park,0,オアシスパーク,35.371067,136.809045
JA-1565,,Uda Animal,Nara,JP-NR,Provincial Park,0,うだ・アニマルパーク,34.489102,135.932414
JA-1103,,Iwaki,Fukushima,JP-FS,Provincial Park,0,いわき公園,37.010817,140.919973
JA-1860,,Italian Embassy Villa Memoria,Tochigi,JP-TC,Provincial Park,0,イタリア大使館別荘記念公園,36.72504,139.48553
JA-1790,,Isehara Tounoyama,Kanagawa,JP-KN,Provincial Park,0,いせはら塔の山緑地公園,35.396498,139.2761216
JA-1401,,Ishikawa Yonko Kinen,Ishikawa,JP-IS,Provincial Park,0,いしかわ四高記念公園,36.562942,136.65541
JA-1099,,Azuma Sports,Fukushima,JP-FS,Provincial Park,0,あづま総合運動公園,37.720111,140.359914
JA-1466,,Aichi Health Village,Aichi,JP-AI,Provincial Park,0,あいち健康の森公園,34.998708,136.947731
JA-1847,,Akagi Community Forest Park,Gumma,JP-GM,Provincial Park,0,ＳＵＢＡＲＵふれあいの森　赤城（赤城ふれあいの森）,36.52277,139.14524
JA-1851,,21st Century Prefectural Fores,Gumma,JP-GM,Provincial Park,0,２１世紀の森,36.73901,139.08406
